Time stamp,Paris Day text,Paris Day Type,Paris third,Location of photo,Coordinate,Instagram user,Instagram post,Instagram link,Instgram photo,,,,,,,,
"July 23, 2015 at 04:41PM",Thursday,Weekday,12am - 8am,South East,"https://maps.google.com/?q=48.871762175,2.292234516&z=19",chalniski,Happy birthday Baby Love @ninon95dpr ????!,https://instagram.com/p/5dzJdsiB0Z/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e15/11324257_1460674534256660_1011859828_n.jpg,,,,,,,,
"July 24, 2015 at 08:51AM",Thursday,Weekday,4pm - 12am,North West,"https://maps.google.com/?q=48.85281461,2.347286269&z=19",kjewelphotog,Sign above Shakespeare and Company bookstore. #Paris,https://instagram.com/p/5fiH9evTmb/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e15/11356006_466958533473801_1029447998_n.jpg,,,,,,,,
"July 23, 2015 at 03:22PM",Thursday,Weekday,12am - 8am,North East,"https://maps.google.com/?q=48.8738,2.295&z=19",titi_kamall,?? Paris I'm in love??,https://instagram.com/p/5dqKfyJyQF/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e15/11372034_1648100705413996_1100987167_n.jpg,,,,,,,,
"July 24, 2015 at 11:42AM",Friday,Weekday,12am - 8am,North West,"https://maps.google.com/?q=48.853816894,2.348229582&z=19",erisieburger,"We do not travel to escape life, we travel so that life does not escape from us",https://instagram.com/p/5f1r3MBYET/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e15/11380125_129081334095522_1469139912_n.jpg,,,,,,,,
"July 23, 2015 at 07:57PM",Thursday,Weekday,8am - 4pm,North East,"https://maps.google.com/?q=48.88704782,2.341442751&z=19",quamarlee,"I'm actually a shy person?? And when I finally do 
I know inside my heart.That there could be no doubt, I knew it from the start.",https://instagram.com/p/5eJokzgDJU/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/10251406_998294633538058_775843287_n.jpg,,,,,,,,
"July 22, 2015 at 12:52PM",Wednesday,Weekday,12am - 8am,South East,"https://maps.google.com/?q=48.871304369,2.293976454&z=19",gulari,#bestviewofParis!#panoramicterrace#56thfloor#görülmeyede?er!??,https://instagram.com/p/5a0LMzG8-m/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/10467708_852516184784227_1573654220_n.jpg,,,,,,,,
"July 23, 2015 at 08:37AM",Wednesday,Weekday,4pm - 12am,South East,"https://maps.google.com/?q=48.873963921,2.293412459&z=19",aidabalica,The end,https://instagram.com/p/5c7urHPrrY/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/10547034_1642555819290189_995824272_n.jpg,,,,,,,,
"July 24, 2015 at 12:41AM",Thursday,Weekday,8am - 4pm,North East,"https://maps.google.com/?q=48.873988333,2.295238333&z=19",kovalevvlad,Avenue des Champs-Élysées ????,https://instagram.com/p/5eqI6BmH-a/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/10608060_1619859721625101_50006167_n.jpg,,,,,,,,
"July 23, 2015 at 09:33AM",Wednesday,Weekday,4pm - 12am,North West,"https://maps.google.com/?q=48.853816894,2.348229582&z=19",_marcecast,Breath taking,https://instagram.com/p/5dCNUIJTwK/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/10724050_899401150118729_270181015_n.jpg,,,,,,,,
"July 23, 2015 at 10:34PM",Thursday,Weekday,8am - 4pm,North West,"https://maps.google.com/?q=48.85281461,2.347286269&z=19",skylarjane,So very bright. #Paris #France,https://instagram.com/p/5eblMpKOFR/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/10724229_886513381422988_1249419853_n.jpg,,,,,,,,
"July 23, 2015 at 02:26AM",Wednesday,Weekday,4pm - 12am,North West,"https://maps.google.com/?q=48.853816894,2.348229582&z=19",joseantonioesparza,#nortredame #paris,https://instagram.com/p/5cRXENHuxD/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/10724911_679775422153680_229457877_n.jpg,,,,,,,,
"July 24, 2015 at 03:35PM",Friday,Weekday,12am - 8am,North West,"https://maps.google.com/?q=48.854621,2.350373&z=19",sand.deep_,"???? Paris, France",https://instagram.com/p/5gQbuaOp5_/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/10860222_665662430200920_1587221814_n.jpg,,,,,,,,
"July 23, 2015 at 06:25PM",Thursday,Weekday,8am - 4pm,North East,"https://maps.google.com/?q=48.886694444,2.343&z=19",danyelavds,Oui oui Paris,https://instagram.com/p/5d_AjrIU03/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11242018_1475692822728220_170275720_n.jpg,,,,,,,,
"July 22, 2015 at 09:30PM",Wednesday,Weekday,8am - 4pm,North West,"https://maps.google.com/?q=48.85281461,2.347286269&z=19",tulluv,,https://instagram.com/p/5bvZevsb8Y/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11242107_1051875644824215_1803965504_n.jpg,,,,,,,,
"July 24, 2015 at 09:57AM",Thursday,Weekday,4pm - 12am,North East,"https://maps.google.com/?q=48.87378,2.295108333&z=19",brifrey8999,Our selfie on too of the Arc de Triumph! You look too serious Coby. Thanks @eftours and #JohnnyCasey for the tour throughout Europe!,https://instagram.com/p/5fpunbqPIZ/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11243671_1688032678094265_719755723_n.jpg,,,,,,,,
"July 22, 2015 at 10:16PM",Wednesday,Weekday,8am - 4pm,North West,"https://maps.google.com/?q=48.853816894,2.348229582&z=19",w_paris_tours,"Um bom dia a todos, repleto de muita paz, alegria e boas energias... ???????? #paris #wparistours #notredamedeparis #citytours",https://instagram.com/p/5b0q2lNJgG/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11243671_443488855776263_1650761992_n.jpg,,,,,,,,
"July 22, 2015 at 10:18PM",Wednesday,Weekday,8am - 4pm,North West,"https://maps.google.com/?q=48.853816894,2.348229582&z=19",wiebke.rimkus,#paris #france #travel #seemyparis,https://instagram.com/p/5b09HGhlGB/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11243841_1458019147855916_1208538912_n.jpg,,,,,,,,
"July 22, 2015 at 10:22PM",Wednesday,Weekday,8am - 4pm,South East,"https://maps.google.com/?q=48.873611111,2.294444444&z=19",carl_wjy,#squaready,https://instagram.com/p/5b1cJGPfWL/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11246782_1011108025600493_1203500673_n.jpg,,,,,,,,
"July 24, 2015 at 03:37AM",Thursday,Weekday,4pm - 12am,North East,"https://maps.google.com/?q=48.88632745,2.343214267&z=19",philnfree,I love the #architecture in #Paris #travelgram #travelthursday #latergram #instatravel #travel,https://instagram.com/p/5e-SW0S37c/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11248108_654893841278657_1571037869_n.jpg,,,,,,,,
"July 23, 2015 at 08:49AM",Wednesday,Weekday,4pm - 12am,North West,"https://maps.google.com/?q=48.85281461,2.347286269&z=19",legend.gsctx,"--
I wish
I could show you
When you are
Lonely or
In darkness
The astonishing
Light
Of your own
Being
#troop175takesoneurope#eftours 
#wagggs#girlguides#girlscouts 
#shakespeare#shakespeareandco
#paris#france#europe#exploreeurope",https://instagram.com/p/5c9KwPwCdS/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11248906_1614717185447197_382633597_n.jpg,,,,,,,,
"July 24, 2015 at 09:53AM",Thursday,Weekday,4pm - 12am,North East,"https://maps.google.com/?q=48.8870888,2.34343&z=19",sebjust,Probably The best #view I've ever had while drinking a #beer #vacation #paris #france #heineken,https://instagram.com/p/5fpNRnx8OM/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11249601_532607796890735_1348271162_n.jpg,,,,,,,,
"July 23, 2015 at 05:40AM",Wednesday,Weekday,4pm - 12am,North East,"https://maps.google.com/?q=48.886944444,2.341111111&z=19",al_singapore,"We found the secret of travel in Paris...but we can't tell you...oh ok...but i must say it very quietly...intact is will ""Vespa"" it to you. ;-) #infrared #infraredphoto #infraredphotography #vespa #paris #exploreparis #discoverparis #madaboutparis #montmatre #streetlife #trueparisienstyle #",https://instagram.com/p/5cnjebuuCv/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11249862_794644270633768_37449802_n.jpg,,,,,,,,
"July 22, 2015 at 12:42PM",Wednesday,Weekday,12am - 8am,North East,"https://maps.google.com/?q=48.87660546,2.29636479&z=19",teresadilger,???????? because ??????????is around the corner @cecilion #Parisbynight #vacationsoon,https://instagram.com/p/5ay9ooJX9l/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11249925_426725190856803_198581992_n.jpg,,,,,,,,
"July 23, 2015 at 02:00PM",Thursday,Weekday,12am - 8am,North West,"https://maps.google.com/?q=48.853816894,2.348229582&z=19",kelwel78,So pretty ???? #NotreDame #paris,https://instagram.com/p/5dguQfDmKH/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11250040_927656113939390_1708908554_n.jpg,,,,,,,,
"July 23, 2015 at 04:10PM",Thursday,Weekday,12am - 8am,North West,"https://maps.google.com/?q=48.853816894,2.348229582&z=19",melissalawner,The budding artist.... Ahh Paris. #Paris #art#jenfredwed2015,https://instagram.com/p/5dvoQMLz9b/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11250123_443102695862049_1623547127_n.jpg,,,,,,,,
"July 22, 2015 at 07:24PM",Wednesday,Weekday,8am - 4pm,North East,"https://maps.google.com/?q=48.885864914,2.343741796&z=19",aline.raffestin,At the top #Paris #top #perfect #view #underthedome #architecture #up #high????,https://instagram.com/p/5bhDlaAZWR/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11250940_661112547357508_992089850_n.jpg,,,,,,,,
"July 24, 2015 at 11:42AM",Friday,Weekday,12am - 8am,North West,"https://maps.google.com/?q=48.854346667,2.3499&z=19",cmnilon,#TBT to the charm around every corner of my favorite place,https://instagram.com/p/5f1wtYQ_E0/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11251008_983708498330519_32947107_n.jpg,,,,,,,,
"July 22, 2015 at 08:53PM",Wednesday,Weekday,8am - 4pm,North East,"https://maps.google.com/?q=48.886694444,2.343&z=19",mssplendid,"#????? ? ???? ??? ????????? ???????? ??????? ?? ????!
#Paris",https://instagram.com/p/5brL6fGRBJ/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11251063_909340539194666_950279227_n.jpg,,,,,,,,
"July 22, 2015 at 10:17AM",Wednesday,Weekday,12am - 8am,North East,"https://maps.google.com/?q=48.884677704,2.343400525&z=19",lucyfollon,Foggy day in Paris,https://instagram.com/p/5aidfnOMS9/,"https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11251183_884799454899996_976952283_n.jpg""",,,,,,,,
"July 22, 2015 at 02:49PM",Wednesday,Weekday,12am - 8am,North West,"https://maps.google.com/?q=48.851421667,2.351561667&z=19",georgette.elias,Fiançailles #surprise de ma belle fille joey avec son smoureux Alexis#love you,https://instagram.com/p/5bBmfBo6eI/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11251260_669934346439442_1021347286_n.jpg,,,,,,,,
"July 23, 2015 at 09:48AM",Wednesday,Weekday,4pm - 12am,North West,"https://maps.google.com/?q=48.851914962,2.347307414&z=19",andrewrichardson,Pear-ee.,https://instagram.com/p/5dD3VNAc7n/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11251291_497013873782935_667419222_n.jpg,,,,,,,,
"July 23, 2015 at 07:25PM",Thursday,Weekday,8am - 4pm,South East,"https://maps.google.com/?q=48.8713799,2.29357&z=19",sophiedesaintsernin,#15ans #wedding #anniversary #cestpastisetouslesjours but #wedidit,https://instagram.com/p/5eF-WKDwGj/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11251642_477902182369621_901300545_n.jpg,,,,,,,,
"July 24, 2015 at 03:17PM",Friday,Weekday,12am - 8am,North East,"https://maps.google.com/?q=48.873689,2.295028&z=19",jujujuwon,"#??? ???????
#?? #??? @??",https://instagram.com/p/5gOWalhmRf/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11254444_714430801994591_19262735_n.jpg,,,,,,,,
"July 23, 2015 at 12:30PM",Thursday,Weekday,12am - 8am,North East,"https://maps.google.com/?q=48.87403,2.29486&z=19",noamlusia,?? ?????? ???????... ????????,https://instagram.com/p/5dWbbaKabl/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11254695_876714219074205_280752748_n.jpg,,,,,,,,
"July 24, 2015 at 12:06PM",Friday,Weekday,12am - 8am,North West,"https://maps.google.com/?q=48.8521996,2.3484099&z=19",chanbrmyg,???? - ?? - ???? ?? ??????,https://instagram.com/p/5f4equHUsm/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11255470_1661379857432122_612074474_n.jpg,,,,,,,,
"July 22, 2015 at 07:05PM",Wednesday,Weekday,8am - 4pm,North East,"https://maps.google.com/?q=48.886694444,2.343&z=19",amayahill,So this was pretty cool???? #friday,https://instagram.com/p/5bezuFliPU/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11257173_1184038178280130_1979438291_n.jpg,,,,,,,,
"July 22, 2015 at 03:26PM",Wednesday,Weekday,12am - 8am,North East,"https://maps.google.com/?q=48.8757963,2.29642875&z=19",diana_dikate,#view #paris #France #arcdetriomphe #sunset #happiness,https://instagram.com/p/5bFu_dIw2Z/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11258848_861317553905566_1683384634_n.jpg,,,,,,,,
"July 23, 2015 at 04:50PM",Thursday,Weekday,12am - 8am,North West,"https://maps.google.com/?q=48.853816894,2.348229582&z=19",special_ed_tsang,#Paris #walktothebistro #howromantical #notredamedeparis #lovelockbridge,https://instagram.com/p/5d0MNvjTG1/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11260584_1479223122372218_356354411_n.jpg,,,,,,,,
"July 22, 2015 at 10:21AM",Wednesday,Weekday,12am - 8am,North East,"https://maps.google.com/?q=48.873745,2.29585&z=19",maryiafilimonova,#????? #????????????????,https://instagram.com/p/5ai0iwwh3W/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11264259_899274423451695_103380245_n.jpg,,,,,,,,
"July 23, 2015 at 10:25AM",Thursday,Weekday,12am - 8am,North East,"https://maps.google.com/?q=48.88635,2.342825&z=19",vlesykrasivo,???? ????? ?????????? ?? ????? ??????? ????? ?????? ? ???????? ?????????? ??????,https://instagram.com/p/5dIJIWPL4x/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11264514_1727793810781207_1072645844_n.jpg,,,,,,,,
"July 22, 2015 at 11:27PM",Wednesday,Weekday,8am - 4pm,South East,"https://maps.google.com/?q=48.874495771,2.293809883&z=19",vicenzofuga,Conquering hahaha #france #paris #eurotrip #arcodotriunfo #bonju #merci #napoleon,https://instagram.com/p/5b84eesYgs/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11264589_1593835090868721_1005677077_n.jpg,,,,,,,,
"July 24, 2015 at 12:07AM",Thursday,Weekday,8am - 4pm,South East,"https://maps.google.com/?q=48.874495771,2.293809883&z=19",raya_tr,"For a chance to be with you, I'd gladly to risk it all. ?? #Paris #France",https://instagram.com/p/5emK3rCTy0/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11264616_1678688982353290_1023022098_n.jpg,,,,,,,,
"July 22, 2015 at 03:24PM",Wednesday,Weekday,12am - 8am,South East,"https://maps.google.com/?q=48.874495771,2.293809883&z=19",aaronholmgren,,https://instagram.com/p/5bFg_zJsNS/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11264670_1626355607622060_528891543_n.jpg,,,,,,,,
"July 24, 2015 at 04:10PM",Friday,Weekday,12am - 8am,North West,"https://maps.google.com/?q=48.853816894,2.348229582&z=19",alina_bagaveeva,#???????????? #??????????? #??????? #?????? #????? #??????? #travel #cathedral #stainedglass #paris #France #NotreDame,https://instagram.com/p/5gUW9GOHqm/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11264700_1463913620575894_1681113837_n.jpg,,,,,,,,
"July 23, 2015 at 09:23AM",Wednesday,Weekday,4pm - 12am,North East,"https://maps.google.com/?q=48.874366667,2.295008333&z=19",cozyroomdetails,???? #paris #france #interrail #girls,https://instagram.com/p/5dA_4qwuZR/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11264704_1611929402412464_837655240_n.jpg,,,,,,,,
"July 23, 2015 at 01:38PM",Thursday,Weekday,12am - 8am,North West,"https://maps.google.com/?q=48.853808333,2.348736667&z=19",samanthasalvemini,Notre Dame #Paris,https://instagram.com/p/5deKcvjIZi/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11264746_1523091831279478_350945041_n.jpg,,,,,,,,
"July 23, 2015 at 07:23PM",Thursday,Weekday,8am - 4pm,North East,"https://maps.google.com/?q=48.8882385,2.3451832&z=19",trendymyblue,Escaliers de #Montmartre #Paris // #vintage #stairs #landscape #cartepostale,https://instagram.com/p/5eFwPiMsXv/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11264748_405164386344552_185478123_n.jpg,,,,,,,,
"July 23, 2015 at 12:36PM",Thursday,Weekday,12am - 8am,North East,"https://maps.google.com/?q=48.873689,2.295028&z=19",marianaatg,Este s?es el arco del triunfo ?? #París #Francia #Teamoteamoteamo?????? #ArcodelTriunfo,https://instagram.com/p/5dXEVGLoEM/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11264766_1021409247878654_1972164715_n.jpg,,,,,,,,
"July 23, 2015 at 10:50AM",Thursday,Weekday,12am - 8am,North West,"https://maps.google.com/?q=48.853816894,2.348229582&z=19",sweethoneymary,,https://instagram.com/p/5dLA64hXMM/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11264896_1677768609120705_1950215217_n.jpg,,,,,,,,
"July 22, 2015 at 07:43PM",Wednesday,Weekday,8am - 4pm,South East,"https://maps.google.com/?q=48.873555,2.294478333&z=19",ayudd,nous sommes en amour avec Paris ?????? #france #paris #eiffeltower #hijab #travel #indonesian #visitparis,https://instagram.com/p/5bjN-ESVgV/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11280024_443735232465667_1104588973_n.jpg,,,,,,,,
"July 24, 2015 at 12:34AM",Thursday,Weekday,8am - 4pm,South East,"https://maps.google.com/?q=48.874495771,2.293809883&z=19",_hastalavista_,#HastaLaVista #Street #Photo #StreetPhoto #PhotoDeRue #Statue,https://instagram.com/p/5epS7_nj8z/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11283232_1596745147246734_1101975676_n.jpg,,,,,,,,
"July 22, 2015 at 10:25AM",Wednesday,Weekday,12am - 8am,South East,"https://maps.google.com/?q=48.874495771,2.293809883&z=19",nadineavilaz,,https://instagram.com/p/5ajVVBD-LA/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11296749_705947966203847_568671974_n.jpg,,,,,,,,
"July 23, 2015 at 10:32AM",Thursday,Weekday,12am - 8am,North East,"https://maps.google.com/?q=48.884525,2.343608333&z=19",vlesykrasivo,,https://instagram.com/p/5dI9QcvL6I/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11311284_1644190662462508_1150794598_n.jpg,,,,,,,,
"July 24, 2015 at 11:45AM",Friday,Weekday,12am - 8am,North West,"https://maps.google.com/?q=48.853816894,2.348229582&z=19",mariapaurv,Perro 2.0,https://instagram.com/p/5f2DvqK_37/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11311387_379518148909120_1940580669_n.jpg,,,,,,,,
"July 24, 2015 at 08:58AM",Thursday,Weekday,4pm - 12am,North West,"https://maps.google.com/?q=48.85281461,2.347286269&z=19",the_goods_band,,https://instagram.com/p/5fi62RSlYz/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e35/sh0.08/11311417_954107647974964_1776075777_n.jpg,,,,,,,,
